ACC#	Xenopus	Kinase
Q86VS8	hook3	AURK,PLK
Q86WB0	nipa	CDK,PLK
Q86X27	rgps2	PLK
Q86XL3	ankl2	CDK
Q86Y91	ki18b	AURK,PLK
Q86YP4	p66a	CDK
Q86YR5	gpsm1	AURK
Q8IUF8	mina	AURK
Q8IVT2	CS021	AURK
Q8IW35	cep97	PLK
Q8IW41	mapk5	MAPK
Q8IWA0	wdr75	PLK
Q8IWB6	srk1	PLK
Q8IWS0	phf6	CDK,PLK
Q8IWV7	ubr1	PLK
Q8IWW6	rhg12	AURK
Q8IX03	kibra	AURK,CDK,MAPK
Q8IX90	ska3	CDK
Q8IXJ6	sirt2	CDK
Q8IXM2	bap18	CDK
Q8IY81	rrmj3	PLK
Q8IYB3	srrm1	CDK
Q8IZD2	mll5	CDK,PLK
Q8IZL8	pelp1	CDK
Q8IZP0	abi1	CDK,MAPK
Q8IZT6	aspm	AURK,PLK
Q8IZW8	tens4	PLK
Q8N0S6	cenpl	PLK
Q8N122	rptor	CDK,MAPK
Q8N137	cntrb	NEK
Q8N1F7	nup93	AURK,PLK
Q8N201	int1	AURK
Q8N3C0	helc1	PLK
Q8N3F8	milk1	CDK
Q8N3U4	stag2	PLK
Q8N4N8	kif2a	PLK
Q8N5C8	tab3	MAPK
Q8N5Y2	ms3l1	CDK
Q8N6T3	arfg1	PLK
Q8N6T7	sirt6	MAPK
Q8N9N5	banp	MAPK
Q8N9T8	kri1	CDK
Q8NBZ0	in80e	CDK
Q8NC51	pairb	PLK
Q8NCF5	nf2ip	AURK
Q8NDT2	rb15b	CDK
Q8NEB9	pk3c3	CDK
Q8NEM2	shcba	AURK
Q8NET8	trpv4	MAPK
Q8NEY8	pphln	AURK
Q8NF91	syne1	PLK
Q8NFC6	bod1l	AURK,CDK
Q8NFH5	nup53	CDK,PLK
Q8NFH8	reps2	CDK
Q8NG31	casc5	AURK,PLK
Q8NHU6	tdrd7	CDK
Q8NHV4	nedd1	AURK,CDK,NEK,PLK
Q8NHW3	mafa	MAPK
Q8TAP6	cep76	CDK
Q8TAP8	ppr35	CDK,PLK
Q8TAP9	ttdn1	CDK
Q8TB52	fbx30	PLK
Q8TB72	pum2	AURK
Q8TCG1	cip2a	PLK
Q8TD16	bicd2	PLK
Q8TD19	nek9	CDK,NEK,PLK
Q8TD26	chd6	PLK
Q8TDN4	cabl1	CDK
Q8TDX7	nek7	NEK,PLK
Q8TDZ2	mica3	PLK
Q8TE77	ssh	AURK
Q8TE85	grhl3	MAPK
Q8TEK3	dot1l	CDK
Q8TEM1	po210	CDK
Q8TEP8	ce192	AURK,PLK
Q8TEW0	pard3	AURK,PLK
Q8TF76	hasp	AURK,CDK,PLK
Q8WUA4	tf3c2	CDK,PLK
Q8WUF5	iaspp	AURK,CDK
Q8WUM0	nu133	CDK
Q8WUM4	pdc6i	PLK
Q8WUY3	prun2	PLK
Q8WV24	phla1	AURK
Q8WWH5	trub1	CDK
Q8WWI1	lmo7	AURK,PLK
Q8WWK9	ckap2	AURK,CDK
Q8WWY3	prp31	CDK
Q8WX93	palld	AURK,CDK,MAPK
Q8WXE1	atrip	CDK
Q8WXF7	atla1	AURK
Q8WYH8	ing4	CDK
Q8WYJ6	sept5	AURK
Q8WYL5	ssh1	PLK
Q8WYP5	elys	AURK,CDK,PLK
Q8WYQ5	dgcr8	MAPK
Q92503	s14l1	CDK
Q92536	ylat1	PLK
Q92538	gbf1	AURK,PLK
Q92547	tob1a	CDK
Q92574	tsc1	CDK,PLK
Q92576	phf3	AURK,PLK
Q92619	hmha1	AURK
Q92620	prp16	CDK
Q92698	rad54	CDK,NEK
Q92766	rreb1	AURK,CDK
Q92785	requa	CDK,PLK
Q92793	cbp	MAPK
Q92794	kat6a	CDK
Q92797	sympk	MAPK
Q92804	rbp56	AURK
Q92833	jard2	CDK
Q92908	gat6b	MAPK
Q92934	bad	CDK,MAPK
Q92945	fubp2	CDK,MAPK
Q92974	arhg2	AURK,CDK,MAPK
Q92993	kat5	CDK,MAPK
Q92994	tf3b	PLK
Q92995	ubp13	AURK
Q92997	dvl3	NEK
Q93045	stm2a	MAPK
Q93073	sbp2l	AURK
Q93075	tatd2	PLK
Q93079	h2b	AURK
Q969G5	sdpr	CDK
Q969H0	fbxw7	MAPK,PLK
Q969R2	osbp1	MAPK
Q969U6	fbxw5	PLK
Q969V6	mrtfa	CDK,MAPK
Q96A65	exoc4	CDK
Q96AC1	ferm2	PLK
Q96AG4	lrc59	PLK
Q96AP0	acd	NEK
Q96AT1	K1143	CDK
Q96B01	r51a1	AURK
Q96B36	akts1	DYRK,PLK
Q96B97	sh3k1	CDK
Q96BH1	rnf25	AURK
Q96BK5	pinx1	PLK
Q96BT3	cenpt	CDK
Q96C19	efhd2	CDK,PLK
Q96C24	sytl4	AURK,PLK
Q96C36	p5cr2	CDK
Q96CF2	chm4c	AURK
Q96CG3	tifa	AURK
Q96CN5	lrc45	NEK
Q96CV9	optn	PLK
Q96CW5	gcp3	AURK
Q96CX2	kcd12	AURK,PLK
Q96E09	f122a	CDK
Q96EA4	spdla	CDK
Q96EB6	sirt1	AURK,CDK,MAPK,PLK
Q96EP0	rnf31	AURK
Q96EP5	dazp1	MAPK
Q96EZ8	mcrs1	AURK
Q96FF9	cca5b	AURK,CDK,MAPK,PLK
Q96FI4	neil1	MAPK
Q96FS4	sipa1	AURK
Q96G46	dus3l	AURK
Q96GD4	aukbb	AURK
Q96GN5	cda7l	AURK
Q96GQ7	ddx27	PLK
Q96GS4	CQ059	AURK
Q96GX5	gwl	CDK,PLK
Q96H22	cenna	PLK
Q96HA1	p121c	CDK
Q96HC4	pdli5	AURK,CDK
Q96I25	spf45	AURK,MAPK
Q96II8	lrch3	CDK
Q96IZ0	pawr	AURK
Q96JH7	vcip1	CDK
Q96JM2	zn462	CDK
Q96JM3	chap1	CDK
Q96JM7	lmbl3	AURK
Q96K21	zfy19	AURK
Q96KB5	topk	CDK
Q96KM6	z512b	AURK
Q96KQ7	ehmt2	DYRK
Q96KS0	egln2	CDK
Q96L92	snx27	AURK
Q96LC9	bmf	MAPK
Q96M27	prrcb	PLK
Q96NY9	mus81	CDK
Q96P20	nalp3	MAPK
Q96P47	agap3	AURK
Q96PC5	ctge5	AURK,PLK
Q96PK6	rbm14	AURK
Q96PM5	zn363	AURK
Q96PV6	leng8	CDK
Q96PY5	fmnl2	CDK
Q96PZ0	pus7	PLK
Q96PZ2	f173a	CDK
Q96Q27	asb2	MAPK
Q96Q89	ki20b	CDK
Q96QF0	rab3i	PLK
Q96QT6	phf12	AURK,PLK
Q96R06	spag5	AURK,CDK,PLK
Q96RK0	cic	CDK,MAPK
Q96RL1	uimc1	CDK
Q96RS0	tgs1	MAPK
Q96RT1	lap2	PLK
Q96S94	ccnl2	DYRK
Q96SN8	ck5p2	PLK
Q96T17	ma7d2	AURK
Q96T23	rsf1	CDK,PLK
Q96T58	mint	AURK,CDK,PLK
Q96T88	uhrf1	CDK
Q99081	htf4	PLK
Q99459	cdc5l	AURK,CDK
Q99460	psmd1	MAPK
Q99471	pfd5	PLK
Q99501	ga2l1	NEK
Q99504	eya3	CDK
Q99567	nup88	PLK
Q99590	scafb	AURK,PLK
Q99614	ttc1	PLK
Q99618	cdca3	CDK
Q99626	cdx1	MAPK
Q99627	csn8	PLK
Q99638	rad9a	CDK
Q99640	pmyt1	CDK,PLK
Q99661	kif2c	AURK,CDK,PLK
Q99708	com1	AURK,CDK,PLK
Q99728	bard1	CDK
Q99733	np1l4	CDK
Q99741	cdc6	CDK,PLK
Q99801	nkx32	DYRK
Q99814	epas1	MAPK
Q99877	h2b	AURK
Q99958	fxc2a	MAPK
Q99967	cite2	MAPK
Q99986	vrk1	PLK
Q9BPU6	dpyl5	PLK
Q9BPX3	cnd3	AURK,CDK,PLK
Q9BQ67	grwd1	AURK,PLK
Q9BQG0	mbb1a	AURK,CDK
Q9BQL6	ferm1	PLK
Q9BQQ3	gors1	MAPK,PLK
Q9BR01	st4a1	MAPK
Q9BR76	cor1c	MAPK
Q9BRJ6	CG050	AURK
Q9BRP8	wibg	CDK
Q9BST9	rtkn	AURK
Q9BT25	haus8	AURK
Q9BTA9	wac	CDK
Q9BTC0	dido1	PLK
Q9BTL3	ram	MAPK
Q9BTX1	ndc1	CDK
Q9BUB5	mknk1	MAPK
Q9BUJ2	hnrl1	AURK,CDK
Q9BV73	crocc	NEK
Q9BVC5	ashwn	CDK
Q9BVI0	phf20	PLK
Q9BVJ6	ut14a	CDK
Q9BVS4	riok2	PLK
Q9BW19	ctk2	AURK
Q9BW61	dda1	AURK
Q9BWT3	papog	AURK
Q9BXB5	osb10	AURK
Q9BXF6	rfip5	CDK
Q9BXK5	b2l13	PLK
Q9BXR0	tgt	CDK
Q9BXS6	nsapc	AURK,CDK
Q9BY44	eif2a	CDK
Q9BY84	dus16	MAPK
Q9BY89	K1671	AURK,CDK
Q9BYG3	mk67i	AURK,CDK
Q9BZ72	pitm2	AURK
Q9BZ95	nsd3	AURK
Q9BZE2	pus3	PLK
Q9BZF1	osbl8	PLK
Q9BZL4	pp12c	CDK
Q9C0C9	ube2o	CDK
Q9C0D5	tanc1	CDK
Q9GZM8	ndl1a	CDK,MAPK
Q9GZQ8	mlp3b	NEK
Q9GZR1	senp6	CDK
Q9GZV5	wwtr1	CDK
Q9GZZ9	uba5	PLK
Q9H0A0	nat10	PLK
Q9H0B6	klc4	AURK,PLK
Q9H0H5	rgap1	AURK,CDK,PLK
Q9H165	bc11a	CDK
Q9H1A4	apc1	CDK,PLK
Q9H1B7	i2blb	AURK
Q9H1E3	nucks	AURK,CDK
Q9H1K0	rbns5	MAPK
Q9H211	cdt1	AURK,CDK,MAPK
Q9H2B2	syt4	MAPK
Q9H2D6	tara	NEK,PLK
Q9H2G4	tsyl4	CDK
Q9H2Z4	nkx24	CDK
Q9H307	pinin	PLK
Q9H3D4	p63	CDK,MAPK
Q9H3M7	txnip	MAPK
Q9H3P2	nelfa	CDK
Q9H410	dsn1	AURK,CDK,PLK
Q9H425	CA198	CDK
Q9H467	cue2a	CDK
Q9H4L5	osbl3	PLK
Q9H4L7	smrcd	AURK,CDK,PLK
Q9H4X1	rgc32	CDK
Q9H501	esf1	AURK
Q9H582	zn644	CDK
Q9H6F5	ccd86	AURK
Q9H6K1	CF106	CDK
Q9H6R7	cb044	PLK
Q9H788	sh24a	AURK
Q9H7D0	dock5	AURK
Q9H7L9	sds3	CDK
Q9H7N4	sfr19	CDK
Q9H814	phax	AURK
Q9H8G2	caap	AURK
Q9H8V3	ect2	CDK,PLK
Q9H8Y8	gors2	CDK,MAPK,PLK
Q9H910	hn1l	CDK
Q9H981	arp8	AURK
Q9H9A7	rmi1	PLK
Q9H9C1	vipar	CDK
Q9H9Z2	ln28a	MAPK
Q9HAU0	pkha5	AURK
Q9HAW4	clspn	PLK
Q9HBM0	veza	PLK
Q9HC35	emal4	NEK
Q9HC52	cbx8	AURK
Q9HC77	cenpj	AURK,PLK
Q9HC98	nek6	NEK
Q9HCH0	nck5l	CDK
Q9HD15	sra1	PLK
Q9HD26	gopc	PLK
Q9NP61	arfg3	AURK
Q9NP77	ssu72	AURK
Q9NP87	tdt	CDK
Q9NPF5	dmap1	CDK
Q9NPI6	dcp1a	CDK,MAPK
Q9NQ66	plcb1	MAPK
Q9NQG5	rpr1b	AURK
Q9NQR1	setd8	CDK
Q9NQS7	inceb	AURK,CDK,PLK
Q9NQU5	pak6	MAPK
Q9NQW6	anln	AURK,PLK
Q9NQX3	geph	AURK
Q9NQZ2	sas10	AURK
Q9NR28	dbloh	MAPK
Q9NRA0	sphk2	MAPK
Q9NRA8	4et	AURK,MAPK
Q9NRF2	sh2b1	MAPK
Q9NRL2	baz1a	AURK,CDK
Q9NRM7	lats2	AURK
Q9NRR4	rnc	MAPK
Q9NRX5	SERC1	PLK
Q9NRY4	rhg35	PLK
Q9NS23	rasf1	AURK
Q9NS56	toprs	PLK
Q9NS91	rad18	CDK
Q9NSV4	diap3	AURK,CDK
Q9NTG7	sirt3	CDK
Q9NTI5	pd5bb	AURK,CDK
Q9NV92	nfip2	PLK
Q9NVD7	parva	CDK,MAPK
Q9NVE7	pank4	AURK
Q9NVZ3	necp2	AURK
Q9NWT8	akip	AURK
Q9NWV8	baba1	PLK
Q9NWW5	cln6	PLK
Q9NX40	ocad1	PLK
Q9NXR1	nde1a	CDK
Q9NYA1	sphk1	MAPK
Q9NYB0	te2ip	AURK,CDK
Q9NYF8	bclf1	CDK
Q9NYL9	tmod3	PLK
Q9NYP9	ms18a	AURK
Q9NYV6	rrn3	CDK,MAPK
Q9NYZ3	GTSE1	AURK,CDK,PLK
Q9NZ53	podxl	PLK
Q9NZ72	stmn3	MAPK
Q9NZH5	pttg1	CDK
Q9NZI6	tf2l1	CDK
Q9NZJ0	dtlb	CDK
Q9NZM3	itsn2	CDK
Q9NZM5	gscr2	AURK
Q9NZQ3	spn90	MAPK
Q9NZT2	ogfr	CDK,PLK
Q9NZU5	lmcd1	AURK
Q9NZZ3	chmp5	PLK
Q9P0J7	kcmf1	AURK
Q9P0M6	h2aw	CDK
Q9P0V3	sh34b	CDK
Q9P227	rhg23	AURK
Q9P270	slai2	AURK,CDK
Q9P275	ubp36	AURK
Q9P2B4	ct2nl	CDK
Q9P2D1	chd7	CDK
Q9P2E9	rrbp1	CDK
Q9P2F8	si1l1	AURK
Q9P2G1	akib1	PLK
Q9P2N5	rbm27	AURK,CDK
Q9UBB4	atx10	AURK,PLK
Q9UBD5	orc3	AURK
Q9UBF8	pi4kb	AURK,CDK
Q9UBK2	prgc1	MAPK
Q9UBN7	hdac6	MAPK
Q9UBP0	spast	AURK
Q9UBU7	dbf4a	AURK
Q9UBW7	zmym2	PLK
Q9UDT6	clip2	AURK
Q9UDV6	tcf20	AURK
Q9UER7	daxx	PLK
Q9UEY8	addg	CDK
Q9UFC0	lrwd1	CDK
Q9UGL1	kdm5b	CDK
Q9UGP4	limd1	CDK,MAPK
Q9UGP5	dpoll	CDK
Q9UGU0	tcf20	CDK
Q9UHB6	lima1	AURK,MAPK,PLK
Q9UHB7	aff4	PLK
Q9UHD2	tbk1	DYRK
Q9UHD8	sept9	CDK
Q9UI09	nduac	CDK
Q9UIF9	baz2a	CDK
Q9UIG0	baz1b	AURK,MAPK
Q9UIQ6	lcap	PLK
Q9UJ70	nagk	AURK,CDK
Q9UJF2	ngap	PLK
Q9UJU6	dbnla	CDK
Q9UJX2	cdc23	CDK,PLK
Q9UJX3	apc7	PLK
Q9UJX5	apc4	CDK,PLK
Q9UJY1	hspb8	MAPK
Q9UK53	ing1	CDK
Q9UK76	hn1	CDK,PLK
Q9UK80	ubp21	MAPK
Q9UKA4	aka11	PLK
Q9UKM9	hnrpc	CDK
Q9UKN8	tf3c4	PLK
Q9UKT4	fbx5a	PLK
Q9UKV3	acinu	AURK,PLK
Q9UKX7	nup50	AURK,CDK,MAPK,PLK
Q9UKY1	zhx1	CDK
Q9ULC3	rab23	PLK
Q9ULC4	mcs1b	CDK,MAPK
Q9ULH1	asap1	CDK
Q9ULJ3	zn295	PLK
Q9ULU4	pkcb1	CDK,PLK
Q9ULV5	hsf	MAPK
Q9ULW0	tpx2a	AURK,CDK,PLK
Q9ULX3	nob1	AURK,CDK
Q9UM11	fzr	CDK
Q9UMN6	mll4	CDK
Q9UNH5	cc14a	CDK
Q9UNN5	faf1	AURK
Q9UNZ2	nsf1c	CDK
Q9UPN3	macf1	AURK,CDK
Q9UPN4	azi1	PLK
Q9UPP1	phf8	CDK
Q9UPQ0	limc1	AURK,PLK
Q9UPQ3	agap1	AURK
Q9UPT5	exoc7	MAPK
Q9UPU5	ubp24	CDK
Q9UPY8	mare3	AURK
Q9UQ13	shoc2	MAPK
Q9UQ35	srrm2	CDK,PLK
Q9UQ80	pa2g4	CDK
Q9UQC2	gab2	MAPK
Q9UQF2	jip1	MAPK
Q9UQL6	hdac5	AURK
Q9UQR0	scml2	CDK
Q9Y253	polh	CDK
Q9Y265	ruvb1	PLK
Q9Y266	nudc	AURK,CDK,PLK
Q9Y2D5	akap2	PLK
Q9Y2I6	ninl	AURK,CDK,PLK
Q9Y2J2	e41l3	CDK
Q9Y2K7	kdm2a	CDK
Q9Y2R4	ddx52	AURK
Q9Y2T1	axnr	PLK
Q9Y2U5	m3k2	AURK
Q9Y2U8	man1	CDK,PLK
Q9Y2V2	chsp1	CDK,DYRK
Q9Y2W1	tr150	CDK
Q9Y2X3	nop58	CDK
Q9Y2Z0	sugt1	PLK
Q9Y314	nosip	CDK
Q9Y3E5	pth2	PLK
Q9Y3F4	strap	PLK
Q9Y3S2	zn330	PLK
Q9Y3Z3	samh1	CDK
Q9Y446	pkp3	AURK
Q9Y463	dyr1a	DYRK,MAPK
Q9Y483	mtf2	AURK
Q9Y487	vpp2	PLK
Q9Y490	tln1	PLK
Q9Y496	kif3a	AURK
Q9Y4G8	rpgf2	PLK
Q9Y4H2	irs2	CDK
Q9Y520	prc2c	AURK,CDK
Q9Y5B9	sp16h	AURK
Q9Y5K6	cd2ap	PLK
Q9Y5N6	orc6	CDK
Q9Y5T5	ubp16	CDK,PLK
Q9Y613	fhod1	MAPK
Q9Y657	spinz	AURK
Q9Y666	s12a6	PLK
Q9Y676	rt18b	CDK
Q9Y6A5	tacc3	AURK
Q9Y6B7	ap4b1	AURK
Q9Y6D9	md1l1	PLK
Q9Y6G9	dc1l1	CDK
Q9Y6I3	epn1	CDK
Q9Y6K1	dnm3a	MAPK
Q9Y6M7	s4a10	CDK
Q9Y6Q9	ncoa3	CDK,DYRK,MAPK
Q9Y6R0	numbl	CDK
Q9Y6W5	wasf2	MAPK
Q9Y6Y8	s23ip	CDK,PLK
