#### Uniprot to Pfam mapping ####
#### UnpAccession: accession of the Uniprot entry ####
#### UnpId : id of the Uniprot entry ####
#### UnpDescription : short description of UniProt entry ####
#### Organism : scientific name of the source organism ####
#### PfamId : id of Pfam family ####
#### PfamName : name of Pfam family ####
#### PfamDescription : short description of Pfam family ####
#### UnpRangeStart, UnpRangeEnd : starting and ending indices in UniProt sequence for the Pfam domain mapping ####
#UnpAccession	UnpId	UnpDescription	Organism	PfamId	PfamName	PfamDescription	UnpRangeStart	UnpRangeEnd
P00338	L-lactate dehydrogenase A chain	LDHA_HUMAN	Homo sapiens	PF00056	Ldh_1_N	lactate/malate dehydrogenase, NAD binding domain	21	160
P00338	L-lactate dehydrogenase A chain	LDHA_HUMAN	Homo sapiens	PF02866	Ldh_1_C	lactate/malate dehydrogenase, alpha/beta C-terminal domain	163	331
#### Uniprot to PDB mapping ####
#### UnpAccession : accession of the UniProt entry ####
#### UnpRangeStart, UnpRangeEnd : starting and ending indices in UniProt sequence corresponding to the PDB residue range ####
#### PDBid : PDB entry id to which the PDB residue range belongs ####
#### PDBtitle : Title of the PDB entry id ####
#### PDBseqStart, PDBseqEnd : starting and ending indices in sequence of the PDB chain (SEQRES record) containing the mapped PDB residues ####
#### PDBchain : PDB chain identifier of the PDB residues mapped to UniProt range ####
#### PDBresidueNumberStart, PDBresidueNumberEnd : starting and ending residue numbers in PDB file for this mapping - sometimes the might contain an insertion code, e.g. 40:A ####
#UnpAccession	UnpRangeStart	UnpRangeEnd	PDBid	PDBtitle	PDBseqStart	PDBseqEnd	PDBchain	PDBresidueNumberStart	PDBresidueNumberEnd
#204 mappings in 204 PDB chains in 38 PDB entries
P00338	2	332	6bb1	Lactate Dehydrogenase in complex with inhibitor (R)-5-((2-chlorophenyl)thio)-6'-(4-fluorophenoxy)-4-hydroxy-2-(thiophen-3-yl)-2,3-dihydro-[2,2'-bipyridin]-6(1H)-one	1	331	H	1	331
P00338	2	332	6bb1	Lactate Dehydrogenase in complex with inhibitor (R)-5-((2-chlorophenyl)thio)-6'-(4-fluorophenoxy)-4-hydroxy-2-(thiophen-3-yl)-2,3-dihydro-[2,2'-bipyridin]-6(1H)-one	1	331	G	1	331
P00338	2	332	4l4r	Structural Characterisation of the Apo-form of Human Lactate Dehydrogenase M Isozyme	1	331	H	1	331
P00338	2	332	4l4r	Structural Characterisation of the Apo-form of Human Lactate Dehydrogenase M Isozyme	1	331	A	1	331
P00338	2	332	4l4s	Structural characterisation of the NADH binary complex of human lactate dehydrogenase M isozyme	1	331	A	1	331
P00338	2	332	4l4s	Structural characterisation of the NADH binary complex of human lactate dehydrogenase M isozyme	1	331	H	1	331
P00338	2	332	6baz	Lactate Dehydrogenase in complex with inhibitor (S)-5-((2-chlorophenyl)thio)-6'-((4-fluorophenyl)amino)-4-hydroxy-2-(thiophen-3-yl)-2,3-dihydro-[2,2'-bipyridin]-6(1H)-one	1	331	B	1	331
P00338	2	332	6baz	Lactate Dehydrogenase in complex with inhibitor (S)-5-((2-chlorophenyl)thio)-6'-((4-fluorophenyl)amino)-4-hydroxy-2-(thiophen-3-yl)-2,3-dihydro-[2,2'-bipyridin]-6(1H)-one	1	331	D	1	331
P00338	2	332	6baz	Lactate Dehydrogenase in complex with inhibitor (S)-5-((2-chlorophenyl)thio)-6'-((4-fluorophenyl)amino)-4-hydroxy-2-(thiophen-3-yl)-2,3-dihydro-[2,2'-bipyridin]-6(1H)-one	1	331	A	1	331
P00338	2	332	6baz	Lactate Dehydrogenase in complex with inhibitor (S)-5-((2-chlorophenyl)thio)-6'-((4-fluorophenyl)amino)-4-hydroxy-2-(thiophen-3-yl)-2,3-dihydro-[2,2'-bipyridin]-6(1H)-one	1	331	C	1	331
P00338	2	332	6bax	Lactate Dehydrogenase in complex with inhibitor 6-(3-aminophenyl)-3-((2-chlorophenyl)thio)-4-hydroxy-6-(thiophen-3-yl)-5,6-dihydro-2H-pyran-2-one	1	331	B	1	331
P00338	2	332	6bax	Lactate Dehydrogenase in complex with inhibitor 6-(3-aminophenyl)-3-((2-chlorophenyl)thio)-4-hydroxy-6-(thiophen-3-yl)-5,6-dihydro-2H-pyran-2-one	1	331	D	1	331
P00338	2	332	6bax	Lactate Dehydrogenase in complex with inhibitor 6-(3-aminophenyl)-3-((2-chlorophenyl)thio)-4-hydroxy-6-(thiophen-3-yl)-5,6-dihydro-2H-pyran-2-one	1	331	A	1	331
P00338	2	332	6bax	Lactate Dehydrogenase in complex with inhibitor 6-(3-aminophenyl)-3-((2-chlorophenyl)thio)-4-hydroxy-6-(thiophen-3-yl)-5,6-dihydro-2H-pyran-2-one	1	331	C	1	331
P00338	2	332	5zjf	LDHA-MA	7	337	E	1	331
P00338	2	332	5zjf	LDHA-MA	7	337	J	1	331
P00338	2	332	5zjf	LDHA-MA	7	337	D	1	331
P00338	2	332	5zjf	LDHA-MA	7	337	A	1	331
P00338	2	332	5zjf	LDHA-MA	7	337	K	1	331
P00338	2	332	5zjf	LDHA-MA	7	337	B	1	331
P00338	2	332	5zjf	LDHA-MA	7	337	F	1	331
P00338	2	332	5zjf	LDHA-MA	7	337	C	1	331
P00338	2	332	5zjf	LDHA-MA	7	337	H	1	331
P00338	2	332	5zjf	LDHA-MA	7	337	G	1	331
P00338	2	332	5zjf	LDHA-MA	7	337	L	1	331
P00338	2	332	5zjf	LDHA-MA	7	337	I	1	331
P00338	2	332	5zje	LDHA-mla	7	337	E	1	331
P00338	2	332	5zje	LDHA-mla	7	337	J	1	331
P00338	2	332	5zje	LDHA-mla	7	337	D	1	331
P00338	2	332	5zje	LDHA-mla	7	337	A	1	331
P00338	2	332	5zje	LDHA-mla	7	337	K	1	331
P00338	2	332	5zje	LDHA-mla	7	337	B	1	331
P00338	2	332	5zje	LDHA-mla	7	337	F	1	331
P00338	2	332	5zje	LDHA-mla	7	337	C	1	331
P00338	2	332	5zje	LDHA-mla	7	337	H	1	331
P00338	2	332	5zje	LDHA-mla	7	337	G	1	331
P00338	2	332	5zje	LDHA-mla	7	337	L	1	331
P00338	2	332	5zje	LDHA-mla	7	337	I	1	331
P00338	2	332	5zjd	Lactate dehydrogenase with NADH and MLA	7	337	E	1	331
P00338	2	332	5zjd	Lactate dehydrogenase with NADH and MLA	7	337	D	1	331
P00338	2	332	5zjd	Lactate dehydrogenase with NADH and MLA	7	337	A	1	331
P00338	2	332	5zjd	Lactate dehydrogenase with NADH and MLA	7	337	B	1	331
P00338	2	332	5zjd	Lactate dehydrogenase with NADH and MLA	7	337	F	1	331
P00338	2	332	5zjd	Lactate dehydrogenase with NADH and MLA	7	337	C	1	331
P00338	2	332	5zjd	Lactate dehydrogenase with NADH and MLA	7	337	H	1	331
P00338	2	332	5zjd	Lactate dehydrogenase with NADH and MLA	7	337	G	1	331
P00338	2	332	5ixy	Lactate Dehydrogenase in complex with hydroxylactam inhibitor compound 31: (2~{S})-5-(2-chlorophenyl)sulfanyl-2-(4-morpholin-4-ylphenyl)-4-oxidanyl-2-thiophen-3-yl-1,3-dihydropyridin-6-one	1	331	B	1	331
P00338	2	332	5ixy	Lactate Dehydrogenase in complex with hydroxylactam inhibitor compound 31: (2~{S})-5-(2-chlorophenyl)sulfanyl-2-(4-morpholin-4-ylphenyl)-4-oxidanyl-2-thiophen-3-yl-1,3-dihydropyridin-6-one	1	331	D	1	331
P00338	2	332	5ixy	Lactate Dehydrogenase in complex with hydroxylactam inhibitor compound 31: (2~{S})-5-(2-chlorophenyl)sulfanyl-2-(4-morpholin-4-ylphenyl)-4-oxidanyl-2-thiophen-3-yl-1,3-dihydropyridin-6-one	1	331	A	1	331
P00338	2	332	5ixy	Lactate Dehydrogenase in complex with hydroxylactam inhibitor compound 31: (2~{S})-5-(2-chlorophenyl)sulfanyl-2-(4-morpholin-4-ylphenyl)-4-oxidanyl-2-thiophen-3-yl-1,3-dihydropyridin-6-one	1	331	C	1	331
P00338	2	332	5ixs	Lactate Dehydrogenase in complex with hydroxylactam inhibitor compound 9: (6R)-3-[(2-chlorophenyl)sulfanyl]-4-hydroxy-6-(3-hydroxyphenyl)-6-(thiophen-3-yl)-5,6-dihydropyridin-2(1H)-one	1	331	B	1	331
P00338	2	332	5ixs	Lactate Dehydrogenase in complex with hydroxylactam inhibitor compound 9: (6R)-3-[(2-chlorophenyl)sulfanyl]-4-hydroxy-6-(3-hydroxyphenyl)-6-(thiophen-3-yl)-5,6-dihydropyridin-2(1H)-one	1	331	D	1	331
P00338	2	332	5ixs	Lactate Dehydrogenase in complex with hydroxylactam inhibitor compound 9: (6R)-3-[(2-chlorophenyl)sulfanyl]-4-hydroxy-6-(3-hydroxyphenyl)-6-(thiophen-3-yl)-5,6-dihydropyridin-2(1H)-one	1	331	A	1	331
P00338	2	332	5ixs	Lactate Dehydrogenase in complex with hydroxylactam inhibitor compound 9: (6R)-3-[(2-chlorophenyl)sulfanyl]-4-hydroxy-6-(3-hydroxyphenyl)-6-(thiophen-3-yl)-5,6-dihydropyridin-2(1H)-one	1	331	C	1	331

